"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","936089385.47486","985865921.787709","1022905027.93296","1245251396.64804","1253072625.69832","1263687150.83799","1191620111.73184","1185474860.3352","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","614879764.780006","622262057.191635","697518248.175182","705704816.042365","839319927.272727","919103254.545455","1016418229.25159","1033561654.0568","967199593.960157","847397850.094417","969936525.298729","1065826669.89742","1060226125.62616","1328157608.83087","1343007845.04468","1377495054.04127","1426651768.82189","1524486800.36049","1586008999.74841","1703387387.32319","",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","19325894913.1254","21099833783.503","21582248881.6592","21828144686.0394","25086930693.0693","28858965517.2414","33332844574.7801","40405006007.2086","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","358744800","366707900","409753600","485598800","578645800","721891500","773489700","862683600","703175800","686787800","728789600","727161000","754238000","841070000","942070000","1032452000","1022365000","1113178000","1197415000","",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","1385058161.76746","1710843360.64955","1997005786.54118","2742815194.54993","4422855929.21428","6649307057.03314","7428701809.40597","8650138068.63161","10393834720.852","9290728773.35723","10668102734.8132","12172309522.6171","12367363677.6199","12953535495.8781","13940768065.6063","10950392219.9104","10097778353.7651","10000395242.1457","11239167048.4916","11314951342.7807","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","1734177689101.71","1844991054266.19","2041983928665.9","2311083184848.66","2679710936966.26","3103948975401.35","3738255197464.22","4726030822501.4","5979086727115.7","6483400886258.56","7859511724477.03","9601739619657.9","10706984951239.6","11812889074004.2","12737160518776.3","13269125320570.9","13549821527676.3","14807652296163.7","16562482144146.1","17181893729969.4","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","893549607696.722","909478757971.1","1022132546046.19","1256700293087.42","1627198153712.75","2037430488185.07","2463526249479.48","3167454621115.6","3920731370125.82","3110449206866.98","3651001925416.83","4434427545701.15","4629810866328.25","4909028677073.55","4641837066255.72","3621705460711.79","3485578750338.62","3908497177205.46","4082389169975.06","4155157371202.28","",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","1488185772.47585","1481141849.98469","1698678686.38235","2111093197.99043","2255942249.33218","2280575830.08337","2349495620.59025","2659095101.10026","3310277926.58997","3365711796.38206","3429461495.41335","3872459249.74631","3873308389.30006","4321655656.33177","4574986536.90791","4180866177.03946","4486979198.3066","4819949975.26077","5364369025.63973","5490272413.38702","",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","126392233706.79","120296476180.402","134300851255.002","152280677649.055","172895749632.046","189318549680.384","221758196504.936","262942476722.425","291382991177.698","281710416557.292","341104820155.464","370819140946.553","397558222957.17","420333203150.426","407339361695.577","401295941041.296","413430123185.367","456294704152.647","506514103905.268","543548969968.693","",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","860521119.298753","1080768906.5003","1221120798.81336","1555301496.04756","2076182460.86517","2312327536.41789","2830220713.07301","3719506172.83951","5161337336.40365","4979481980.35098","5642178579.58438","6522732202.50748","7633049792.09321","8448469837.53831","9112544556.05962","7854602391.65355","6952678127.03396","7157865188.25222","7522947810.12326","8116626794.25837","",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","2904662604.82053","3534803921.56863","4461978498.86577","5977560877.44013","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36180000000","37926285714.2857","40761142857.1429","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","2177343056577.2","2119124078174.83","1884690459813.34","1921605748728.99","2225389957593.06","2709555291944.01","3186605985307.41","3773842600150.25","4407891293176.81","4129697189270.72","5159341058317.87","5885562189741.39","5942645743012.91","6089029695834.13","6207880304227.69","5300255692640.23","5162837726209.45","5755251917064.24","5581213225245.97","5487957496814.37","",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","367087900","477457500","469461100","490400300","440732900","462261800","453796000","542795300","648492700","726881600","881826900","1054725400","1147779600","1395524600","1447311400","1594410800","1650608600","1599338100","1559894900","2017924900","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (current US$)","NY.GDP.MKTP.CD","447309707381.993","462322650103.224","447229954130.96","504995383613.993","588763692207.401","693743482406.087","806660596776.041","997457093956.939","1235928845842.1","1191950272362.04","1375100698352.84","1555699890932.67","1717407464451.58","1605603770808.54","1585265223315.07","1426043431411.44","1444324321117.94","1420124946945.3","1503870646199.25","","",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","204849594.934864","181116944.409455","182763673.183878","202246980.248881","230657956.827974","261797595.136159","292232126.564982","298513956.159185","344428609.006734","312377379.297118","366840012.442325","414523388.461329","470714083.426751","450643615.180528","439878828.008608","437006227.162781","420540178.571429","460379144.989821","489235527.395387","512350059.421629","",
"South Asia (IDA & IBRD)","TSA","GDP (current US$)","NY.GDP.MKTP.CD","630429061929.228","645870273837.063","677627487567.085","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472606190.11","1683456769133.31","2060781195903.17","2271837830662.84","2297332203012.9","2357132410757.71","2581822536186.75","2697257705966.27","2923010601938.01","3345716338949.23","3445471615274.75","3591836570466.89","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (current US$)","NY.GDP.MKTP.CD","400342778834.955","382158344977.458","416682693415.181","522089123809.795","649419157844.767","771369366390.621","915864936162.208","1062984321742.22","1219226086445.39","1161741728869.48","1376526185708.73","1553945789839.36","1635107344173.13","1742079222307.11","1808737756281.44","1661914707751.22","1540370434904.87","1641784086541.64","1721156393779.7","1766941400078.09","",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","8154338232.95978","8824873259.32105","9008273720.93395","11305459802.0683","13280275123.0354","15982282462.3786","18369361094.3886","21641620049.9352","27871587349.5413","19172165225.5015","22157948396.2042","25433011405.3017","25763220107.0051","27268478564.5547","27615843098.0949","25062893969.3292","22284780326.8856","22474828527.1775","23808146747.7994","24269714809.9078","",
"Tunisia","TUN","GDP (current US$)","NY.GDP.MKTP.CD","21473188881.5933","22066101341.4888","23142294436.2383","27453084982.5378","31183139301.4853","32273007553.5687","34378437265.2141","38908069299.204","44856586316.0458","43454935940.1614","44050929160.2627","45810626509.4474","45044112939.3687","46251061734.4741","47632326088.237","43173480831.9739","41801210428.3054","39802430354.6334","39770297328.9509","38796687568.157","",
"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD","274302959127.239","201753343273.96","240248965617.668","314595397485.462","408865286824.668","506314592066.542","557076027808.823","681321211458.133","770449330198.346","649289324631.255","776967610957.286","838785707000.17","880555967207.49","957799371565.729","938934394763.917","864314287105.727","869683121562.531","858988610574.035","778381859840.942","761425499358.159","",
"Tuvalu","TUV","GDP (current US$)","NY.GDP.MKTP.CD","13742057.0500928","13196544.946726","15450994.2410084","18231078.5394643","21534931.6075894","21839098.8927071","22902861.4457831","27030374.0272781","30290219.7617849","27101076.2751521","31823518.6204366","38711810.2114492","37671774.6945537","37509075.1110253","37290607.5356048","35492074.2243257","36547799.583705","40619251.9926426","42588164.9731022","47271463.3298575","",
"Tanzania","TZA","GDP (current US$)","NY.GDP.MKTP.CD","13375976353.6994","13581644245.7352","14142035080.2849","15224257698.482","16675948414.7573","18399046025.2688","18649590248.2626","21843529024.9154","27941177434.5087","29081425282.2949","32014249841.4151","34657139495.4031","39650530214.3287","45680532613.7591","49964788814.0926","47378599025.3044","49774021003.0748","53320625958.5628","58001200572.3965","63177068174.549","",
"Uganda","UGA","GDP (current US$)","NY.GDP.MKTP.CD","6193246837.09687","5840503868.57246","6178563590.89254","6606884390.78019","7939487473.86318","9239221858.55839","9977647644.69953","11902564401.3238","14440404021.4881","25019909334.6707","26558906013.7722","27752712167.4799","27188666946.7055","28791625559.2282","32472363451.8826","32248116583.6813","29078719933.9986","30756466548.0543","32916147253.2718","35165157016.9125","",
"Ukraine","UKR","GDP (current US$)","NY.GDP.MKTP.CD","31261527363.144","37972301334.6736","42351593887.2827","50084197498.4529","64819702951.6826","86057915585.3026","107647920792.079","142579603960.396","179816790704.739","117113410001.027","136013155905.036","163159671670.265","175781379051.433","183310146378.081","133503411375.739","91030959454.6961","93355993628.5042","112190355158.178","130901858421.72","153781069118.148","",
"Upper middle income","UMC","GDP (current US$)","NY.GDP.MKTP.CD","4612564111643.89","4666447813004.22","4707254626420.46","5283772927582.55","6313275086192.5","7570571319133.6","9027337118240.16","11196891343300.7","13671606582864.2","13263875342761.8","16223438101875.9","19402769722100","20788268583622.6","22031378746747.7","22730001475259.2","21352171851051.4","21338913049379.8","23580671477850.7","25273285727694.1","25807761543981.8","",
"Uruguay","URY","GDP (current US$)","NY.GDP.MKTP.CD","22823255803.0657","20898788417.4371","13606494597.2917","12045631091.1744","13686329889.6112","17362857684.8695","19579457964.7544","23410572633.2882","30366213118.4076","31660911278.5627","40284481653.4343","47962439302.6658","51264390114.2305","57531233351.2089","57236013087.7063","53274304222.1829","52687612262.177","59530088537.3307","59596885024.3487","56045912952.9732","",
"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD","10252345464000","10581821399000","10936419054000","11458243878000","12213729147000","13036640230000","13814611414000","14451858656000","14712844084000","14448933025000","14992052727000","15542581104000","16197007349000","16784849196000","17527163695000","18224704440000","18714960538000","19519353692000","20580159776000","21433226000000","",
"Uzbekistan","UZB","GDP (current US$)","NY.GDP.MKTP.CD","13760513969.314","11401421329.1974","9687788512.80184","10134453435.4603","12030023547.8807","14307509838.8053","17330833852.919","22311393927.8817","29549438883.8338","33689223673.2577","46679875793.5724","56516280748.3777","63628854498.5024","68997168337.6782","76658542757.4707","81847410181.7953","81779012350.8833","59159945320.5667","50392607758.2324","57921286440.3495","",
"St. Vincent and the Grenadines","VCT","GDP (current US$)","NY.GDP.MKTP.CD","396261370.37037","430039296.296296","461883444.444444","481806296.296296","521975111.111111","550728666.666667","610930037.037037","684446259.259259","695428851.851852","674922481.481481","681225925.925926","676129629.62963","692933333.333333","721207407.407407","727714814.814815","755400000","774429629.62963","792177777.777778","811300000","824718518.518518","",
"Venezuela, RB","VEN","GDP (current US$)","NY.GDP.MKTP.CD","117140723529.412","122903960204.505","92893587733.6549","83620628582.1082","112453382329.615","145510008134.75","183477522123.894","230364012575.687","315953388510.678","329787628928.471","393192354510.653","316482190800.364","381286237847.667","371005379786.566","482359318767.703","","","","","","",
"British Virgin Islands","VGB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GDP (current US$)","NY.GDP.MKTP.CD","","","3269000000","3453000000","3799000000","4439000000","4504000000","4803000000","4250000000","4203000000","4339000000","4239000000","4095000000","3762000000","3622000000","3748000000","3863000000","3855000000","","","",
"Vietnam","VNM","GDP (current US$)","NY.GDP.MKTP.CD","31172518403.3162","32685198735.3053","35064105500.8344","39552513316.0734","45427854693.2554","57633255618.2731","66371664817.0436","77414425532.2452","99130304099.1274","106014659770.222","115931749697.241","135539438559.709","155820001920.492","171222025117.381","186204652922.262","193241108709.536","205276172134.901","223779865815.183","245213686369.157","261921244843.172","",
"Vanuatu","VUT","GDP (current US$)","NY.GDP.MKTP.CD","272014693.050806","257926881.72043","262596597.803278","314471328.071548","364996869.129618","394962552.336108","439376794.094041","526428309.945088","607958616.143415","610066628.693058","700804286.224354","792149700.679116","781702874.106058","801787555.861121","814954306.971033","759689950.930918","804332795.575017","880043553.748442","914700508.22242","934239973.812573","",
"World","WLD","GDP (current US$)","NY.GDP.MKTP.CD","33623637910868.8","33430841993024.3","34712451850985.3","38948207693351.2","43874597658831.1","47526792786394.1","51512231538197.9","58043560380507.8","63690177847399.5","60410286580323.5","66125919193271.1","73460345663712.1","75161778950115.1","77316336530735.1","79453254441374.8","75217722628911.6","76368999871236.7","81306030232472.9","86439423191635.8","87798525859220.9","",
"Samoa","WSM","GDP (current US$)","NY.GDP.MKTP.CD","269019710.327456","273088357.1637","288078881.433056","338838639.378435","420320176.359437","465568018.300557","505832439.822977","570469196.667431","619260721.579306","584706020.213857","663161517.850106","737401692.217475","760549587.136028","770021663.967789","756919917.334022","788307330.55567","799376439.530168","832153612.557186","821496064.526185","852250190.985485","",
"Kosovo","XKX","GDP (current US$)","NY.GDP.MKTP.CD","1849196082.05507","2535333631.88536","2406270658.23024","2790455727.69422","3556757428.82009","3663101604.27807","3846819721.4904","4655899260.88147","5687417606.56218","5653792720.20006","5835874320.56211","6701698218.26281","6499807272.26005","7074777526.896","7396705194.63266","6442915788.30578","6719172016.82533","7245707184.81699","7942961738.30893","7926133713.61397","",
"Yemen, Rep.","YEM","GDP (current US$)","NY.GDP.MKTP.CD","9652436179.64605","9861560094.74009","10694628091.6726","11777966673.3897","13872791658.5487","16746344766.2044","19061978586.1278","21650532264.2322","26910851361.7555","25130274124.2525","30906749533.221","32726417212.348","35401341663.0425","40415235701.9871","43206469767.4419","42450620875.6499","30935978723.73","26736139802.004","23486270352.3327","22581081993.945","",
"South Africa","ZAF","GDP (current US$)","NY.GDP.MKTP.CD","136361298082.061","121514658737.165","115482368343.658","175256916996.047","228590027400.653","257772710832.953","271638484826.109","299415505152.298","286769839732.726","295936485832.635","375349442837.24","416418874936.304","396332702639.496","366829390478.954","350904575292.317","317620522794.827","296357282715.109","349554116683.818","368288939768.322","351431649241.439","",
"Zambia","ZMB","GDP (current US$)","NY.GDP.MKTP.CD","3600683039.73254","4094480988.11931","4193845678.17033","4901839731.26571","6221077674.77871","8331870169.14977","12756858899.2812","14056957976.2648","17910858637.9048","15328342303.9575","20265559483.8548","23459515275.5776","25503060420.026","28045553105.1354","27150728123.781","21243339048.2369","20954754378.1394","25868165344.8185","26312140828.64","23309773922.7582","",
"Zimbabwe","ZWE","GDP (current US$)","NY.GDP.MKTP.CD","6689957600","6777384700","6342116400","5727591800","5805598400","5755215200","5443896500","5291950100","4415702800","9665793300","12041655200","14101920300","17114849900","19091020000","19495519600","19963120600","20548678100","22040902300","24311560500","21440758800","",
